Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU85,2.105719112117196,22,8,4333.162745702104,Male,4,27,77,10,Carrier C,7.8712402363317615,Supplier 3,Chennai,30,825,4,99.46610860359912,Fail,4.939255288620948,Rail,Route A,905.1585601549001
cosmetics,SKU41,62.40705930670006,60,296,1487.8393674615927,Unknown,17,24,1,6,Carrier B,6.408823126945183,Supplier 2,Kolkata,2,678,29,3.9848619438540887,Pass,4.939255288620948,Rail,Route A,997.4134501331946
haircare,SKU37,99.1713286386242,100,166,1061.618523013288,Female,100,1,13,3,Carrier A,9.92981624527726,Supplier 3,Delhi,14,358,30,99.46610860359912,Fail,0.8904838334673242,Road,Route C,855.2925491665836
haircare,SKU56,1.6999760138659377,17,614,5009.017120384569,Male,0,30,83,3,Carrier B,3.350444547997747,Supplier 5,Chennai,23,795,20,1.0850685695870688,Pending,0.0186075676310149,Air,Route C,103.91624796070496
skincare,SKU72,1.6999760138659377,25,518,7648.705241712004,Female,40,28,49,10,Carrier B,3.2607561052004628,Supplier 4,Kolkata,30,463,15,23.58026905544149,Pass,0.49193442883517324,Air,Route B,997.4134501331946
cosmetics,SKU72,61.18691280873368,40,608,8172.973950771519,Female,75,27,1,1,Carrier A,5.000119994833135,Supplier 2,Bangalore,21,508,1,1.0850685695870688,Fail,0.0186075676310149,Rail,Route A,593.3861780640107
skincare,SKU91,23.71614190619271,20,614,5967.568312432444,Male,34,8,72,8,Carrier C,5.208399024423972,Supplier 2,Chennai,29,914,14,99.46610860359912,Pending,3.7360112494708,Sea,Route C,103.91624796070496
skincare,SKU98,22.227243595320637,21,996,3521.120944942057,Female,93,1,96,9,Carrier A,2.3215517517335043,Supplier 3,Chennai,28,626,1,12.082534256537913,Pass,3.895825314323407,Rail,Route A,466.50290597171875
skincare,SKU3,12.437541288868374,65,996,8593.497256550652,Female,72,17,87,4,Carrier B,5.480587262995262,Supplier 2,Kolkata,30,488,1,1.0850685695870688,Fail,1.862709346281663,Rail,Route A,299.06990721776344
haircare,SKU18,44.91302172735804,8,996,8534.816954696673,Male,100,1,50,1,Carrier A,3.196537154451276,Supplier 5,Delhi,8,984,12,36.98889539400213,Fail,0.0186075676310149,Rail,Route A,607.8251140252843
skincare,SKU24,58.49282295538863,48,755,9866.465457979695,Unknown,57,1,35,8,Carrier A,3.5333690626391947,Supplier 1,Kolkata,15,104,28,63.1980088540963,Pending,2.145293464425161,Rail,Route C,305.77144573384834
skincare,SKU34,72.7619353692655,37,749,7699.033435389079,Male,96,1,4,1,Carrier C,5.443932110433508,Supplier 3,Kolkata,30,104,22,94.81623275692053,Pending,4.939255288620948,Road,Route A,997.4134501331946
skincare,SKU23,38.02743473012262,5,81,5560.874680472186,Male,97,1,19,10,Carrier B,3.1266718109034164,Supplier 3,Bangalore,25,730,6,41.262753768844206,Fail,4.939255288620948,Sea,Route A,562.3788987083286
haircare,SKU43,21.503222301304355,11,996,9866.465457979695,Female,100,9,96,6,Carrier C,4.808736971794178,Supplier 1,Kolkata,19,611,8,99.46610860359912,Fail,2.324187459849936,Road,Route B,103.91624796070496
haircare,SKU95,23.94956705616598,69,996,1061.618523013288,Female,0,5,9,10,Carrier B,2.809187643024276,Supplier 4,Chennai,15,985,19,94.3616386724635,Pending,1.3854699671589048,Road,Route A,103.91624796070496
skincare,SKU97,75.78141122963194,100,996,3589.016754699041,Unknown,54,16,23,9,Carrier C,5.166361478549721,Supplier 1,Bangalore,19,339,14,75.79226000345007,Pending,3.3929447763419285,Road,Route C,513.2305052669544
skincare,SKU7,99.1713286386242,38,790,9866.465457979695,Male,100,20,9,5,Carrier C,3.6960845965779514,Supplier 3,Chennai,28,104,15,47.40066170463176,Pass,2.6036237302493572,Air,Route A,327.6140527591629
haircare,SKU44,30.72764048002609,100,64,6075.091780803717,Unknown,0,7,4,1,Carrier B,1.0134865660958965,Supplier 1,Kolkata,23,104,22,99.46610860359912,Pending,4.939255288620948,Road,Route A,622.5213409230979
haircare,SKU70,69.2388532962217,56,443,7645.50902807307,Non-binary,63,4,64,7,Carrier B,5.866182329332911,Supplier 4,Kolkata,16,908,1,81.99475344387525,Pass,3.073485638763795,Rail,Route A,450.3130479848302
skincare,SKU4,54.639527161129045,1,530,3427.268477037192,Female,48,19,59,9,Carrier C,8.322665747990959,Supplier 1,Chennai,1,554,15,52.54891050043018,Pass,4.071274871796825,Sea,Route B,129.62533635879598
skincare,SKU2,3.4258101280234854,27,433,6884.063081661648,Unknown,6,10,51,5,Carrier C,4.80322510510303,Supplier 2,Bangalore,14,405,2,99.46610860359912,Pending,4.237618056454226,Road,Route A,103.91624796070496
haircare,SKU39,51.34603452065689,37,984,9866.465457979695,Male,28,1,96,4,Carrier A,3.0586754811211607,Supplier 1,Kolkata,28,855,5,99.46610860359912,Pending,4.939255288620948,Air,Route A,713.7254638986152
haircare,SKU8,55.94731676294765,1,264,4716.426201053296,Male,48,1,23,10,Carrier A,6.488597942690137,Supplier 1,Kolkata,30,104,1,32.94320141234935,Pending,4.939255288620948,Air,Route A,997.4134501331946
haircare,SKU81,45.90484727856811,25,483,3054.935894129828,Non-binary,92,18,44,10,Carrier C,1.6910646434073158,Supplier 1,Kolkata,30,334,14,5.721639937179351,Fail,3.8491941152425846,Rail,Route B,800.490823290582
haircare,SKU15,61.23057486378015,78,582,1061.618523013288,Non-binary,91,27,1,3,Carrier B,4.935894016033069,Supplier 1,Mumbai,21,194,30,3.214044002749276,Fail,4.939255288620948,Rail,Route A,447.514027743317
skincare,SKU31,1.6999760138659377,5,996,7115.765555544827,Male,46,1,95,10,Carrier C,2.2315837357217347,Supplier 2,Chennai,30,431,9,51.511642181592556,Fail,3.8209650018026085,Rail,Route A,103.91624796070496
haircare,SKU25,70.47191726001034,36,790,9033.666932648106,Unknown,100,1,1,3,Carrier A,1.0134865660958965,Supplier 1,Bangalore,29,935,30,74.56300617909419,Pending,4.939255288620948,Sea,Route A,103.91624796070496
cosmetics,SKU21,41.377867801378784,1,244,8466.979798236425,Female,69,1,75,3,Carrier A,1.0134865660958965,Supplier 4,Kolkata,12,104,13,65.38242719367972,Pass,3.645705466410399,Air,Route A,822.6167191309685
cosmetics,SKU3,46.4390642549993,85,80,1061.618523013288,Male,74,1,70,7,Carrier B,1.0134865660958965,Supplier 3,Delhi,30,104,1,99.46610860359912,Pending,4.939255288620948,Road,Route A,103.91624796070496
haircare,SKU31,61.03405005503184,59,717,9866.465457979695,Male,79,30,1,10,Carrier B,2.144431954708309,Supplier 2,Delhi,30,104,16,99.46610860359912,Pending,4.253976628005028,Sea,Route A,997.4134501331946
skincare,SKU10,74.07131589608639,48,996,3954.5932192322157,Unknown,100,1,96,6,Carrier B,9.92981624527726,Supplier 4,Delhi,30,104,22,29.9271824668431,Pass,3.2910761908402706,Rail,Route B,103.91624796070496
skincare,SKU6,91.9768260013217,96,567,1061.618523013288,Male,41,3,17,1,Carrier B,4.6659141874626835,Supplier 2,Kolkata,29,666,8,99.46610860359912,Fail,4.939255288620948,Road,Route A,103.91624796070496
skincare,SKU77,56.69727333679718,7,511,5729.094786494124,Female,6,1,13,4,Carrier C,2.0013481041785077,Supplier 5,Mumbai,23,941,10,97.04416523369942,Pending,2.8395258387663964,Road,Route C,815.4122876629348
skincare,SKU34,45.27463969515994,43,910,9866.465457979695,Male,100,30,22,10,Carrier B,9.004362318602645,Supplier 2,Kolkata,30,642,24,16.091645458761775,Pending,0.4157533596593673,Road,Route A,892.5554330918224
skincare,SKU53,63.817472349075956,100,996,1061.618523013288,Unknown,66,3,1,9,Carrier B,3.3218235687520137,Supplier 4,Delhi,15,816,21,60.23375774354801,Pending,0.50333162375517,Rail,Route B,207.04093738289978
haircare,SKU0,99.1713286386242,1,28,9866.465457979695,Female,36,1,95,4,Carrier B,9.92981624527726,Supplier 2,Kolkata,30,104,26,19.00620182454171,Pending,3.9938480562902896,Rail,Route A,269.1727295013065
haircare,SKU53,34.69344099301567,1,996,9866.465457979695,Female,100,13,96,7,Carrier B,2.4851299626639944,Supplier 1,Delhi,30,752,21,98.45597158255151,Pending,1.0101685266944014,Rail,Route A,103.91624796070496
cosmetics,SKU16,99.1713286386242,21,996,7183.910968105223,Female,67,1,77,8,Carrier C,4.863819544185395,Supplier 4,Chennai,30,104,14,19.938507963688316,Pending,2.9107823054751436,Air,Route B,103.91624796070496
haircare,SKU98,1.6999760138659377,57,294,6065.298079304715,Unknown,84,21,31,3,Carrier A,3.520996363902631,Supplier 2,Delhi,30,722,16,66.26737183298596,Pending,1.6439487925518788,Air,Route A,103.91624796070496
skincare,SKU90,47.34312727493497,97,520,5881.307276709133,Female,83,30,10,3,Carrier C,5.589392667939768,Supplier 1,Chennai,1,739,19,94.6010882111085,Pending,3.8927199243837745,Road,Route C,435.86791463888716
skincare,SKU88,99.1713286386242,100,996,5561.051394085029,Unknown,64,21,1,8,Carrier C,6.378479936273716,Supplier 2,Chennai,22,104,18,1.0850685695870688,Pending,0.6272086586787826,Road,Route B,103.91624796070496
haircare,SKU25,79.57142996378134,67,996,7731.743376255725,Male,0,1,17,8,Carrier B,2.5315927685522537,Supplier 1,Kolkata,18,104,23,71.91584543678483,Pass,4.939255288620948,Road,Route C,599.8538067950925
haircare,SKU97,99.1713286386242,45,138,4887.337023748395,Male,56,1,1,10,Carrier B,4.912854310247057,Supplier 4,Kolkata,30,846,9,27.919305616155505,Pending,0.42198431387451185,Road,Route A,103.91624796070496
skincare,SKU98,99.1713286386242,23,8,2209.9514128323044,Female,79,8,45,10,Carrier C,9.92981624527726,Supplier 2,Chennai,30,796,2,99.46610860359912,Pass,4.939255288620948,Rail,Route C,804.1619420434104
skincare,SKU42,73.50347942406586,18,114,9866.465457979695,Female,100,1,64,5,Carrier B,1.0134865660958965,Supplier 2,Mumbai,30,927,8,43.556211208269616,Pass,4.939255288620948,Road,Route B,635.1539979115374
haircare,SKU54,52.83272767723369,58,190,2541.9200231748896,Female,78,6,14,10,Carrier A,9.52131834582369,Supplier 4,Chennai,30,651,2,99.46610860359912,Pending,4.939255288620948,Sea,Route A,268.16616668424655
skincare,SKU52,99.1713286386242,34,8,8277.933931567637,Female,100,1,8,8,Carrier C,3.912902045320111,Supplier 1,Chennai,20,492,1,52.20931229584683,Pending,3.3721003499456317,Rail,Route C,270.4702827550425
haircare,SKU43,67.90604247742573,1,753,7401.5110117608,Female,0,6,96,1,Carrier B,1.0134865660958965,Supplier 1,Chennai,30,313,12,75.60110184727571,Pending,4.12453948003694,Air,Route A,180.79713248030396
skincare,SKU54,50.90784484800347,100,55,1061.618523013288,Male,72,13,9,8,Carrier C,4.182064788799695,Supplier 1,Mumbai,23,284,27,4.28849703245465,Fail,0.9989767186909768,Rail,Route C,301.5625321447637
haircare,SKU73,53.632830553222746,9,960,1109.941438507085,Non-binary,87,1,13,4,Carrier B,2.58429938772165,Supplier 4,Chennai,11,757,10,66.95236575578474,Pending,4.939255288620948,Road,Route C,413.67558348335865
skincare,SKU27,33.542252039036626,11,443,9353.632498872485,Non-binary,100,24,45,1,Carrier A,2.395768151880362,Supplier 1,Kolkata,30,234,20,1.0850685695870688,Pass,3.3475336268779916,Sea,Route C,103.91624796070496
haircare,SKU5,72.72490335663738,9,795,4429.971913684931,Male,16,1,39,7,Carrier C,5.67470718445866,Supplier 2,Kolkata,19,888,7,24.18031148907411,Pass,4.939255288620948,Rail,Route C,250.14646580827252
haircare,SKU91,59.75805665770639,6,8,6091.735385199911,Male,100,1,36,8,Carrier A,7.465491801339896,Supplier 2,Mumbai,30,500,3,81.19749464272687,Pass,4.252828325085435,Rail,Route A,546.5923107813484
skincare,SKU34,70.45307685909748,84,996,6454.550060001932,Female,100,20,68,1,Carrier C,1.0134865660958965,Supplier 4,Mumbai,30,325,15,74.4998174846703,Pass,4.939255288620948,Rail,Route B,103.91624796070496
skincare,SKU43,99.1713286386242,1,595,3017.2350154443357,Male,0,1,41,10,Carrier B,7.044277706172315,Supplier 1,Delhi,16,841,11,81.5089243425544,Pending,3.685449638156658,Road,Route A,997.4134501331946
haircare,SKU6,67.18520950300456,18,306,9866.465457979695,Female,16,5,53,1,Carrier B,9.92981624527726,Supplier 4,Delhi,22,104,23,1.0850685695870688,Pending,4.133660856620168,Air,Route C,361.6759368408068
skincare,SKU41,55.89623737072614,36,277,4826.455700285987,Non-binary,0,20,96,10,Carrier B,2.5618938489500813,Supplier 1,Chennai,21,841,1,79.57386323334494,Pending,2.981856878470732,Sea,Route A,544.290923659229
haircare,SKU98,99.1713286386242,100,10,9866.465457979695,Female,0,22,60,1,Carrier C,4.423773110624294,Supplier 1,Mumbai,24,738,20,69.84270997495062,Pass,2.6213969208410832,Air,Route A,103.91624796070496
haircare,SKU19,34.332478192956884,7,475,9866.465457979695,Male,100,2,70,4,Carrier B,8.006430544789614,Supplier 4,Kolkata,27,834,30,99.46610860359912,Fail,4.116235043478463,Air,Route C,103.91624796070496
haircare,SKU7,24.083696100720225,1,8,9866.465457979695,Unknown,82,30,32,3,Carrier C,9.92981624527726,Supplier 2,Kolkata,19,985,30,34.60973673421334,Fail,2.6219194543014126,Air,Route C,997.4134501331946
cosmetics,SKU6,99.1713286386242,100,547,1199.9396594317448,Female,100,1,33,6,Carrier A,7.521671238614571,Supplier 3,Chennai,30,104,19,70.67588931449326,Pass,4.557474978689583,Rail,Route C,103.91624796070496
haircare,SKU57,45.969697039264915,58,996,3174.505616916401,Non-binary,29,14,21,7,Carrier B,2.4670097951935777,Supplier 1,Chennai,25,928,7,99.46610860359912,Pass,4.08147910910502,Rail,Route C,103.91624796070496
cosmetics,SKU45,99.1713286386242,100,186,1061.618523013288,Male,54,4,19,10,Carrier B,1.0134865660958965,Supplier 2,Kolkata,30,543,16,99.46610860359912,Pending,4.939255288620948,Air,Route A,201.35940236439916
skincare,SKU31,99.1713286386242,100,207,3848.9931623003718,Female,53,21,13,4,Carrier B,9.92981624527726,Supplier 1,Delhi,30,985,16,83.39253686215372,Pending,4.168038372986019,Air,Route C,103.91624796070496
haircare,SKU10,58.05318079680683,35,153,9866.465457979695,Male,100,17,8,8,Carrier B,9.807885312414362,Supplier 4,Chennai,30,985,14,99.46610860359912,Fail,2.106854897650104,Sea,Route A,559.0483821404603
skincare,SKU44,44.6265339131287,76,570,9866.465457979695,Non-binary,30,30,62,10,Carrier C,9.92981624527726,Supplier 1,Mumbai,30,104,4,2.9787982542985176,Pending,1.5286122627094556,Air,Route A,474.7684951321967
skincare,SKU35,99.1713286386242,100,531,8481.877495057255,Unknown,55,30,31,8,Carrier C,6.976878991595357,Supplier 1,Mumbai,12,853,10,99.46610860359912,Pending,3.4955093030069757,Air,Route A,292.0935681752381
haircare,SKU76,59.21861030918531,100,975,1061.618523013288,Male,27,1,4,9,Carrier B,1.0134865660958965,Supplier 1,Kolkata,27,803,5,7.989135894376254,Pending,4.939255288620948,Rail,Route C,103.91624796070496
haircare,SKU3,73.2072182175419,87,203,6473.268565889149,Male,0,1,31,10,Carrier C,1.0134865660958965,Supplier 1,Mumbai,30,104,7,99.46610860359912,Pass,4.045125586525181,Rail,Route A,103.91624796070496
skincare,SKU11,56.288948014091446,6,8,9866.465457979695,Male,0,1,96,1,Carrier B,9.92981624527726,Supplier 1,Bangalore,24,104,22,5.437630353886156,Fail,4.939255288620948,Rail,Route A,997.4134501331946
skincare,SKU52,78.63068156397867,100,996,1061.618523013288,Female,51,30,40,7,Carrier A,1.0134865660958965,Supplier 2,Chennai,22,629,9,84.68831294890745,Pass,3.3599644804879163,Sea,Route A,103.91624796070496
skincare,SKU97,16.774422797493095,11,8,8582.049518646389,Female,32,14,3,3,Carrier B,1.0134865660958965,Supplier 4,Kolkata,4,861,9,99.46610860359912,Fail,4.939255288620948,Rail,Route A,103.91624796070496
haircare,SKU97,69.08431025139569,29,235,7171.637020810831,Male,25,1,19,6,Carrier A,1.0134865660958965,Supplier 2,Kolkata,30,474,6,99.46610860359912,Fail,2.8353708319884983,Road,Route C,742.3040318926867
skincare,SKU31,69.48215653509494,15,789,2758.6904359809205,Male,60,1,74,8,Carrier C,3.018156598718827,Supplier 3,Chennai,19,733,8,58.2049098262742,Pending,4.939255288620948,Rail,Route A,837.6166663073144
skincare,SKU26,77.64713578317706,51,356,1061.618523013288,Non-binary,100,1,62,10,Carrier C,5.58262377815492,Supplier 4,Mumbai,30,732,2,1.0850685695870688,Fail,3.0319755641518746,Sea,Route A,678.3387322290286
skincare,SKU16,87.86783201511739,52,688,9866.465457979695,Non-binary,63,10,16,7,Carrier B,7.016543781187597,Supplier 1,Chennai,13,985,11,3.9541952393253013,Pass,4.4214621650573855,Road,Route B,114.26922040141591
skincare,SKU3,54.79154254598767,37,996,9188.584365303981,Female,100,1,15,1,Carrier C,5.776706527649689,Supplier 1,Delhi,30,851,30,99.46610860359912,Pending,4.38624995096163,Rail,Route A,103.91624796070496
cosmetics,SKU20,65.0494428479248,17,511,6177.548343165151,Unknown,73,1,34,9,Carrier C,4.471977432221511,Supplier 1,Delhi,24,239,7,76.78280868197018,Pending,3.357130695063241,Rail,Route A,829.4070455510895
skincare,SKU27,73.68495463913823,66,581,1061.618523013288,Female,59,1,54,10,Carrier C,8.170633149417107,Supplier 2,Delhi,30,104,8,1.0850685695870688,Pass,0.09794016651149207,Rail,Route A,797.7939082229202
haircare,SKU45,31.241597692857056,41,996,9866.465457979695,Female,39,30,96,10,Carrier A,6.437949339687219,Supplier 1,Bangalore,30,104,7,18.01409801119021,Fail,1.5239357160309819,Air,Route A,877.6131899115406
skincare,SKU78,66.14074272715062,55,578,1061.618523013288,Non-binary,33,7,9,5,Carrier C,6.659367044015504,Supplier 4,Bangalore,30,104,22,14.615742882790215,Fail,3.5838217306395266,Road,Route A,685.8712555815509
skincare,SKU72,45.99116722335802,19,269,4637.761926784584,Female,2,27,62,6,Carrier A,6.353558207830551,Supplier 1,Mumbai,30,399,26,75.85800657803512,Pending,4.2173877190503966,Sea,Route A,398.16400466344055
haircare,SKU36,27.842824371386442,1,996,8636.753583954585,Female,34,3,96,10,Carrier B,3.9616353940650484,Supplier 1,Chennai,30,104,1,62.287826057396174,Fail,4.939255288620948,Rail,Route B,562.938626268598
haircare,SKU98,60.9823984161585,45,8,1061.618523013288,Male,0,1,53,4,Carrier C,6.260907064612742,Supplier 1,Chennai,9,104,22,71.30090723339477,Pending,0.9048040045746941,Rail,Route A,997.4134501331946
haircare,SKU36,99.1713286386242,45,996,9044.203182086596,Unknown,20,1,96,10,Carrier B,3.4835614978733265,Supplier 2,Chennai,30,584,5,99.46610860359912,Pass,3.3545792403150765,Rail,Route A,126.42855977387813
skincare,SKU37,32.83050546990914,100,8,9866.465457979695,Female,100,30,9,5,Carrier A,9.818852479757442,Supplier 3,Chennai,30,104,3,45.22815938936847,Pending,4.529997348031046,Rail,Route A,544.7079933578111
haircare,SKU85,62.39143733759336,41,996,9866.465457979695,Male,100,1,18,3,Carrier A,9.92981624527726,Supplier 1,Chennai,28,115,18,32.49109886513584,Pending,3.7644336202593065,Rail,Route A,540.1802048668454
cosmetics,SKU46,56.69517388411275,100,996,9866.465457979695,Male,100,30,34,10,Carrier B,1.9801224622402152,Supplier 2,Delhi,30,334,7,79.68833780226869,Pending,1.360321381919715,Rail,Route C,937.1848110303231
skincare,SKU34,34.24866228287914,1,653,5014.439088495946,Unknown,100,9,93,9,Carrier C,3.453299564766132,Supplier 3,Kolkata,30,104,5,1.0850685695870688,Pass,0.15346499781142886,Rail,Route B,103.91624796070496
skincare,SKU92,7.444701097503033,1,551,1226.9852822498106,Female,72,13,37,7,Carrier A,2.26082999416922,Supplier 1,Chennai,16,104,12,22.81982819083299,Fail,4.939255288620948,Sea,Route A,124.21209843678864
skincare,SKU80,52.06176199700734,4,699,9866.465457979695,Female,15,1,50,8,Carrier B,1.0134865660958965,Supplier 1,Chennai,1,853,24,48.20069996657848,Pending,4.939255288620948,Rail,Route C,546.5844465240997
skincare,SKU73,47.89083292863472,100,426,8078.345603955798,Unknown,64,6,1,5,Carrier B,8.341856405306707,Supplier 1,Chennai,28,140,10,31.80318525484776,Pending,4.939255288620948,Road,Route B,997.4134501331946
haircare,SKU73,99.1713286386242,40,8,9866.465457979695,Unknown,100,9,11,3,Carrier B,9.92981624527726,Supplier 2,Chennai,30,104,1,70.38063443645495,Fail,4.939255288620948,Air,Route A,751.9302725941894
haircare,SKU43,67.2269835085883,95,622,9469.895839804032,Male,100,1,43,6,Carrier A,7.793511495033895,Supplier 3,Bangalore,30,426,15,1.0850685695870688,Pending,0.0186075676310149,Air,Route A,103.91624796070496
cosmetics,SKU75,39.014288660739695,32,287,9866.465457979695,Female,39,1,73,5,Carrier C,9.92981624527726,Supplier 1,Kolkata,29,387,23,78.88299111136925,Pending,4.939255288620948,Road,Route A,351.77383750596624
cosmetics,SKU4,63.57687453507657,19,426,8881.06393414993,Unknown,95,10,96,4,Carrier B,9.92981624527726,Supplier 5,Chennai,30,547,17,77.8770247512224,Pass,4.939255288620948,Air,Route A,874.3536066653975
skincare,SKU99,99.1713286386242,43,151,5399.424628402428,Male,42,11,1,8,Carrier B,7.6967709458344045,Supplier 3,Mumbai,22,985,1,74.06640393205191,Pending,2.7593771420108895,Air,Route B,997.4134501331946
haircare,SKU72,52.96252925535501,24,996,9272.557270585532,Non-binary,100,1,96,5,Carrier A,6.511005097634254,Supplier 1,Kolkata,30,104,6,50.26004372387342,Fail,4.939255288620948,Rail,Route A,103.91624796070496
skincare,SKU89,8.428382157353104,1,534,1061.618523013288,Female,100,24,1,5,Carrier A,4.032576749381116,Supplier 4,Kolkata,24,157,7,35.03434106828258,Pending,4.939255288620948,Rail,Route C,243.72680672692667
haircare,SKU35,74.29019841797061,11,8,1061.618523013288,Female,60,1,6,10,Carrier B,4.2766302970692065,Supplier 1,Chennai,19,742,1,99.46610860359912,Pending,4.325852719601861,Rail,Route C,204.31191191652294
skincare,SKU50,75.31012419569214,1,996,9866.465457979695,Non-binary,0,28,96,2,Carrier B,3.704170128266087,Supplier 2,Chennai,21,908,30,16.68505031691963,Pending,2.1688640362496985,Air,Route A,599.3212244057676
haircare,SKU79,23.959036918155096,85,428,4149.932452832502,Male,100,19,1,3,Carrier C,1.0134865660958965,Supplier 1,Chennai,30,104,12,1.0850685695870688,Fail,2.2394126102069283,Rail,Route C,103.91624796070496
haircare,SKU10,72.76747923651033,32,996,9866.465457979695,Non-binary,55,16,79,10,Carrier A,4.011475282281897,Supplier 3,Chennai,30,273,26,1.0850685695870688,Pass,3.966264863242584,Road,Route A,892.0577331332065
haircare,SKU62,54.35139739353356,69,8,6185.908091579791,Non-binary,100,1,1,1,Carrier C,4.084952232752686,Supplier 1,Bangalore,30,104,12,99.46610860359912,Fail,1.6913031896606063,Rail,Route A,766.5170662878329
haircare,SKU65,71.41636844270329,4,953,5265.607509379548,Non-binary,17,1,32,10,Carrier A,2.4599226989912957,Supplier 4,Delhi,19,617,29,84.15687511426783,Fail,4.939255288620948,Rail,Route C,599.6304503708025
haircare,SKU97,73.60330561208286,100,996,1402.3862909930203,Female,100,7,53,10,Carrier B,1.0134865660958965,Supplier 4,Delhi,30,308,3,99.46610860359912,Pending,4.939255288620948,Road,Route A,249.297536524125
haircare,SKU35,52.516592383603054,11,284,8726.688631049947,Male,100,18,33,3,Carrier C,9.92981624527726,Supplier 3,Kolkata,26,880,28,1.0850685695870688,Pass,4.939255288620948,Rail,Route A,103.91624796070496
skincare,SKU60,52.104053575995934,6,491,9866.465457979695,Male,97,1,96,4,Carrier B,1.0803743230114922,Supplier 1,Mumbai,14,635,27,19.639959115098733,Pending,4.939255288620948,Sea,Route B,188.35742968436693
skincare,SKU45,60.39155192570024,26,996,4825.452471484037,Male,20,18,83,5,Carrier C,8.992856140196812,Supplier 2,Kolkata,30,959,8,1.0850685695870688,Pending,0.0186075676310149,Road,Route A,596.2557456484997
skincare,SKU3,99.1713286386242,29,173,6699.7926844015465,Male,100,1,47,1,Carrier B,8.298080755643324,Supplier 1,Chennai,30,431,1,99.46610860359912,Pass,4.939255288620948,Rail,Route A,103.91624796070496
cosmetics,SKU17,17.366693753840654,86,12,6860.505980959896,Male,0,1,1,9,Carrier A,1.248741551734871,Supplier 2,Chennai,22,104,9,99.46610860359912,Pass,3.6861698977186546,Rail,Route A,103.91624796070496
haircare,SKU48,24.143089620238943,100,340,9866.465457979695,Female,14,1,15,3,Carrier A,2.907645952160353,Supplier 2,Kolkata,9,104,22,17.78044339247098,Fail,4.655838215571762,Air,Route B,103.91624796070496
haircare,SKU53,61.310645488277956,77,322,6222.460394221682,Unknown,1,16,65,10,Carrier C,1.0134865660958965,Supplier 1,Delhi,30,580,2,97.57300908679444,Pass,2.885202118088318,Rail,Route A,103.91624796070496
skincare,SKU27,73.05512247869272,65,996,6281.410688383143,Female,100,1,1,6,Carrier B,5.821300140197616,Supplier 3,Chennai,13,942,12,99.46610860359912,Pass,3.4365648658629273,Rail,Route A,997.4134501331946
skincare,SKU43,80.55624822716882,77,156,4694.551345743392,Female,0,8,83,8,Carrier B,7.870139286123249,Supplier 5,Kolkata,30,344,19,28.090012281408775,Pending,4.939255288620948,Rail,Route C,377.3225886217394
skincare,SKU63,51.25962527623024,38,996,8761.83045078758,Female,9,5,68,9,Carrier A,2.6691480873969615,Supplier 4,Bangalore,27,104,25,84.9368237045053,Pending,2.8399434477264585,Air,Route B,997.4134501331946
haircare,SKU4,83.75227307691453,54,419,9566.980158871382,Unknown,11,17,70,1,Carrier B,7.66348417043573,Supplier 2,Bangalore,15,671,19,1.0850685695870688,Fail,3.6705305666342993,Road,Route A,103.91624796070496
skincare,SKU15,31.987518026580357,100,441,3092.067337687012,Male,57,1,14,10,Carrier B,1.9887326204101319,Supplier 5,Mumbai,1,424,1,58.59037633026681,Pass,4.939255288620948,Rail,Route C,103.91624796070496
skincare,SKU1,13.5310891497663,1,8,9866.465457979695,Female,90,1,59,4,Carrier A,4.682103567461176,Supplier 2,Kolkata,30,313,1,9.71654805607281,Fail,4.110992582786427,Air,Route C,566.8630514227517
haircare,SKU18,1.6999760138659377,100,55,5719.856846552591,Male,100,30,14,10,Carrier B,9.92981624527726,Supplier 2,Chennai,25,485,11,75.48833630447733,Pending,3.425876039977611,Rail,Route C,581.3480450676585
skincare,SKU33,83.12417968334884,26,717,2123.270836133628,Male,61,30,5,1,Carrier C,2.561528593953998,Supplier 2,Mumbai,14,809,1,99.46610860359912,Pending,4.939255288620948,Sea,Route A,103.91624796070496
skincare,SKU93,39.179598690339674,47,413,2795.1274749141758,Unknown,100,12,96,10,Carrier C,3.7551668368785953,Supplier 4,Mumbai,13,931,12,99.46610860359912,Fail,3.0877035981055023,Rail,Route A,189.65009335371224
skincare,SKU76,76.03929764591908,1,996,4007.519284682642,Female,21,15,1,10,Carrier C,4.011990302600859,Supplier 1,Mumbai,21,985,1,59.89019444744639,Pending,4.939255288620948,Road,Route A,463.1702000701819
skincare,SKU28,74.25497791225945,5,558,9866.465457979695,Male,61,1,49,2,Carrier A,9.92981624527726,Supplier 2,Chennai,15,985,25,99.46610860359912,Fail,3.0598841409412487,Rail,Route A,557.4050719273185
skincare,SKU48,77.34161438922881,19,996,6471.477062762336,Unknown,41,1,2,1,Carrier C,1.7916852717362346,Supplier 4,Chennai,11,617,17,78.28853599772737,Pending,4.340523040699772,Sea,Route A,313.7963848835091
skincare,SKU88,88.32568955400582,67,304,1061.618523013288,Male,100,1,43,10,Carrier B,5.936773582437652,Supplier 1,Delhi,16,104,1,8.457639856531753,Pass,3.2193879242733296,Road,Route B,606.424014153348
